Collection,Record,XPath,Content
CDL,02578-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"33.8599433898926"
CDL,02578-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"33.8464012145996"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Orange County"
CDL,02578-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Yorba Linda"
CDL,02578-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02578-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02578-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02578-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California S04.0S09.0W04"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02578-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02578-metadata.xml,/metadata/metainfo/metd,"20120710"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02578-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02578-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02578-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"CDPH Stockton District"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20020514"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 5010010-052: MODESTO, CITY OF / WELL 050"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02580-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02580-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02580-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02580-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20020514"
CDL,02580-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02580-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02580-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02580-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-121.013023376465"
CDL,02580-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-120.995155334473"
CDL,02580-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"37.7115135192871"
CDL,02580-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"37.6966857910156"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Stanislaus County"
CDL,02580-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Modesto"
CDL,02580-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02580-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02580-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02580-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California M03.0S09.0E05"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02580-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02580-metadata.xml,/metadata/metainfo/metd,"20120323"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02580-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02580-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02580-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Rancho California Water District"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20030314"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 3310038-025: RANCHO CALIFORNIA WATER DISTRICT / WELL 120"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02519-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02519-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02519-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02519-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20030314"
CDL,02519-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02519-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02519-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02519-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-117.11784362793"
CDL,02519-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-117.100570678711"
CDL,02519-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"33.4880714416504"
CDL,02519-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"33.4739532470703"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Riverside County"
CDL,02519-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Temecula"
CDL,02519-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02519-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02519-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02519-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California S08.0S02.0W17"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02519-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02519-metadata.xml,/metadata/metainfo/metd,"20120328"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02519-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02519-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02519-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"CDPH Fresno District"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20110830"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 1010034-005: SAN JOAQUIN, CITY OF / WELL 05 - RAW"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02559-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02559-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02559-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02559-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20110830"
CDL,02559-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02559-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02559-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Fresno County"
CDL,02559-metadata.xml,/metadata/idinfo/keywords/place/placekey,"San Joaquin"
CDL,02559-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02559-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02559-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02559-metadata.xml,/metadata/metainfo/metd,"20120328"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02559-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02559-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02559-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Monterey County"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20030326"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 2702382-001: LA TAPATIA TAQUERIA WS / WELL 01"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02600-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02600-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02600-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02600-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20030326"
CDL,02600-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02600-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02600-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02600-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-121.673141479492"
CDL,02600-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-121.654418945312"
CDL,02600-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"36.8089179992676"
CDL,02600-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"36.7935523986816"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/place/placekey,"California"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Monterey County"
CDL,02600-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Salinas"
CDL,02600-metadata.xml,/metadata/idinfo/accconst,"None"
CDL,02600-metadata.xml,/metadata/idinfo/useconst,"None"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"California Department of Public Health, CDPH"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"1615 Capitol Avenue"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Sacramento"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"CA"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"95815-5015"
CDL,02600-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
CDL,02600-metadata.xml,/metadata/spdoinfo/indspref,"Public Land Survey System - California M13.0S03.0E17"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geograph/latres,"8.9831528411952133e-009"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geograph/longres,"8.9831528411952133e-009"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geograph/geogunit,"Decimal Degree"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geodetic/horizdn,"D WGS 1984"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geodetic/ellips,"WGS 1984"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geodetic/semiaxis,"6378137.0"
CDL,02600-metadata.xml,/metadata/spref/horizsys/geodetic/denflat,"298.257223563"
CDL,02600-metadata.xml,/metadata/metainfo/metd,"20120328"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntorg,"Information Center for the Environment http://ice.ucdavis.edu"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntorgp/cntper,"Rob Coman"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,"mailing"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"University of California, Davis"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/address,"One Shields Avenue"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,"Davis"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,"CA"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,"95616"
CDL,02600-metadata.xml,/metadata/metainfo/metc/cntinfo/cntaddr/country,"USA"
CDL,02600-metadata.xml,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
CDL,02600-metadata.xml,/metadata/metainfo/metstdv,"FGDC-STD-001-1998"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"Fresno County"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20030502"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 1000014-002: UPPER DEER CREEK TRACT / LOWER LEFT SPRING - NEAR POTTER CREEK"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
CDL,02607-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
CDL,02607-metadata.xml,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
CDL,02607-metadata.xml,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
CDL,02607-metadata.xml,/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,"20030502"
CDL,02607-metadata.xml,/metadata/idinfo/timeperd/current,"publication date"
CDL,02607-metadata.xml,/metadata/idinfo/status/progress,"Complete"
CDL,02607-metadata.xml,/metadata/idinfo/status/update,"As needed"
CDL,02607-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-119.184799194336"
CDL,02607-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-119.16234588623"
CDL,02607-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"37.2688751220703"
CDL,02607-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"37.253791809082"
CDL,02607-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
CDL,02607-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"drinking water"
CDL,02607-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"health"
CDL,02607-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"contaminants"
